sample_index,corpus,problem_id,split
296,auto_bd_standard_results,RTLLM/Prob049_signal_generator,train
297,auto_bd_standard_results,RTLLM/Prob049_signal_generator,train
298,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob098_circuit7,train
299,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob098_circuit7,train
300,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob098_circuit7,train
301,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob098_circuit7,train
302,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob098_circuit7,train
303,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob098_circuit7,train
304,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,holdout
305,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,holdout
306,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,holdout
307,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,holdout
308,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,holdout
309,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob116_m2014_q3,holdout
310,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,validation
311,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,validation
312,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,validation
313,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,validation
314,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,validation
315,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,validation
316,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,train
317,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,train
318,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,train
319,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,train
320,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,train
321,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,train
322,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,train
323,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,train
324,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,train
325,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,train
326,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,train
327,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,train
328,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob153_gshare,train
329,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob153_gshare,train
330,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob153_gshare,train
331,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob153_gshare,train
332,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob153_gshare,train
333,auto_bd_standard_results,VerilogEval-Spec-to-RTL/Prob153_gshare,train
334,rtllm_gen20,RTLLM/Prob001_accu,holdout
335,rtllm_gen20,RTLLM/Prob001_accu,holdout
336,rtllm_gen20,RTLLM/Prob001_accu,holdout
337,rtllm_gen20,RTLLM/Prob001_accu,holdout
338,rtllm_gen20,RTLLM/Prob001_accu,holdout
339,rtllm_gen20,RTLLM/Prob001_accu,holdout
340,rtllm_gen20,RTLLM/Prob002_adder_16bit,train
341,rtllm_gen20,RTLLM/Prob002_adder_16bit,train
342,rtllm_gen20,RTLLM/Prob002_adder_16bit,train
343,rtllm_gen20,RTLLM/Prob002_adder_16bit,train
344,rtllm_gen20,RTLLM/Prob002_adder_16bit,train
345,rtllm_gen20,RTLLM/Prob002_adder_16bit,train
346,rtllm_gen20,RTLLM/Prob003_adder_32bit,train
347,rtllm_gen20,RTLLM/Prob003_adder_32bit,train
348,rtllm_gen20,RTLLM/Prob003_adder_32bit,train
349,rtllm_gen20,RTLLM/Prob003_adder_32bit,train
350,rtllm_gen20,RTLLM/Prob003_adder_32bit,train
351,rtllm_gen20,RTLLM/Prob003_adder_32bit,train
352,rtllm_gen20,RTLLM/Prob004_adder_8bit,holdout
353,rtllm_gen20,RTLLM/Prob004_adder_8bit,holdout
354,rtllm_gen20,RTLLM/Prob004_adder_8bit,holdout
355,rtllm_gen20,RTLLM/Prob004_adder_8bit,holdout
356,rtllm_gen20,RTLLM/Prob004_adder_8bit,holdout
357,rtllm_gen20,RTLLM/Prob004_adder_8bit,holdout
358,rtllm_gen20,RTLLM/Prob005_adder_bcd,validation
359,rtllm_gen20,RTLLM/Prob005_adder_bcd,validation
360,rtllm_gen20,RTLLM/Prob005_adder_bcd,validation
361,rtllm_gen20,RTLLM/Prob005_adder_bcd,validation
362,rtllm_gen20,RTLLM/Prob005_adder_bcd,validation
363,rtllm_gen20,RTLLM/Prob005_adder_bcd,validation
364,rtllm_gen20,RTLLM/Prob007_comparator_3bit,train
365,rtllm_gen20,RTLLM/Prob007_comparator_3bit,train
366,rtllm_gen20,RTLLM/Prob007_comparator_3bit,train
367,rtllm_gen20,RTLLM/Prob007_comparator_3bit,train
368,rtllm_gen20,RTLLM/Prob007_comparator_3bit,train
369,rtllm_gen20,RTLLM/Prob007_comparator_3bit,train
370,rtllm_gen20,RTLLM/Prob008_comparator_4bit,train
371,rtllm_gen20,RTLLM/Prob008_comparator_4bit,train
372,rtllm_gen20,RTLLM/Prob008_comparator_4bit,train
373,rtllm_gen20,RTLLM/Prob008_comparator_4bit,train
374,rtllm_gen20,RTLLM/Prob008_comparator_4bit,train
375,rtllm_gen20,RTLLM/Prob008_comparator_4bit,train
376,rtllm_gen20,RTLLM/Prob009_div_16bit,validation
377,rtllm_gen20,RTLLM/Prob009_div_16bit,validation
378,rtllm_gen20,RTLLM/Prob009_div_16bit,validation
379,rtllm_gen20,RTLLM/Prob009_div_16bit,validation
380,rtllm_gen20,RTLLM/Prob009_div_16bit,validation
381,rtllm_gen20,RTLLM/Prob009_div_16bit,validation
382,rtllm_gen20,RTLLM/Prob012_multi_8bit,train
383,rtllm_gen20,RTLLM/Prob012_multi_8bit,train
384,rtllm_gen20,RTLLM/Prob012_multi_8bit,train
385,rtllm_gen20,RTLLM/Prob012_multi_8bit,train
386,rtllm_gen20,RTLLM/Prob012_multi_8bit,train
387,rtllm_gen20,RTLLM/Prob012_multi_8bit,train
388,rtllm_gen20,RTLLM/Prob013_multi_booth_8bit,train
389,rtllm_gen20,RTLLM/Prob013_multi_booth_8bit,train
390,rtllm_gen20,RTLLM/Prob013_multi_booth_8bit,train
391,rtllm_gen20,RTLLM/Prob013_multi_booth_8bit,train
392,rtllm_gen20,RTLLM/Prob013_multi_booth_8bit,train
393,rtllm_gen20,RTLLM/Prob013_multi_booth_8bit,train
394,rtllm_gen20,RTLLM/Prob019_sub_64bit,train
395,rtllm_gen20,RTLLM/Prob019_sub_64bit,train
396,rtllm_gen20,RTLLM/Prob019_sub_64bit,train
397,rtllm_gen20,RTLLM/Prob019_sub_64bit,train
398,rtllm_gen20,RTLLM/Prob019_sub_64bit,train
399,rtllm_gen20,RTLLM/Prob019_sub_64bit,train
400,rtllm_gen20,RTLLM/Prob020_JC_counter,train
401,rtllm_gen20,RTLLM/Prob020_JC_counter,train
402,rtllm_gen20,RTLLM/Prob020_JC_counter,train
403,rtllm_gen20,RTLLM/Prob020_JC_counter,train
404,rtllm_gen20,RTLLM/Prob020_JC_counter,train
405,rtllm_gen20,RTLLM/Prob020_JC_counter,train
406,rtllm_gen20,RTLLM/Prob021_counter_12,train
407,rtllm_gen20,RTLLM/Prob021_counter_12,train
408,rtllm_gen20,RTLLM/Prob021_counter_12,train
409,rtllm_gen20,RTLLM/Prob021_counter_12,train
410,rtllm_gen20,RTLLM/Prob021_counter_12,train
411,rtllm_gen20,RTLLM/Prob021_counter_12,train
412,rtllm_gen20,RTLLM/Prob023_up_down_counter,train
413,rtllm_gen20,RTLLM/Prob023_up_down_counter,train
414,rtllm_gen20,RTLLM/Prob023_up_down_counter,train
415,rtllm_gen20,RTLLM/Prob023_up_down_counter,train
416,rtllm_gen20,RTLLM/Prob023_up_down_counter,train
417,rtllm_gen20,RTLLM/Prob023_up_down_counter,train
418,rtllm_gen20,RTLLM/Prob024_fsm,train
419,rtllm_gen20,RTLLM/Prob024_fsm,train
420,rtllm_gen20,RTLLM/Prob024_fsm,train
421,rtllm_gen20,RTLLM/Prob024_fsm,train
422,rtllm_gen20,RTLLM/Prob024_fsm,train
423,rtllm_gen20,RTLLM/Prob024_fsm,train
424,rtllm_gen20,RTLLM/Prob025_sequence_detector,train
425,rtllm_gen20,RTLLM/Prob025_sequence_detector,train
426,rtllm_gen20,RTLLM/Prob025_sequence_detector,train
427,rtllm_gen20,RTLLM/Prob025_sequence_detector,train
428,rtllm_gen20,RTLLM/Prob025_sequence_detector,train
429,rtllm_gen20,RTLLM/Prob025_sequence_detector,train
430,rtllm_gen20,RTLLM/Prob027_LIFObuffer,train
431,rtllm_gen20,RTLLM/Prob027_LIFObuffer,train
432,rtllm_gen20,RTLLM/Prob027_LIFObuffer,train
433,rtllm_gen20,RTLLM/Prob027_LIFObuffer,train
434,rtllm_gen20,RTLLM/Prob027_LIFObuffer,train
435,rtllm_gen20,RTLLM/Prob027_LIFObuffer,train
436,rtllm_gen20,RTLLM/Prob030_right_shifter,train
437,rtllm_gen20,RTLLM/Prob030_right_shifter,train
438,rtllm_gen20,RTLLM/Prob030_right_shifter,train
439,rtllm_gen20,RTLLM/Prob030_right_shifter,train
440,rtllm_gen20,RTLLM/Prob030_right_shifter,train
441,rtllm_gen20,RTLLM/Prob030_right_shifter,train
442,rtllm_gen20,RTLLM/Prob031_freq_div,train
443,rtllm_gen20,RTLLM/Prob031_freq_div,train
444,rtllm_gen20,RTLLM/Prob031_freq_div,train
445,rtllm_gen20,RTLLM/Prob031_freq_div,train
446,rtllm_gen20,RTLLM/Prob031_freq_div,train
447,rtllm_gen20,RTLLM/Prob031_freq_div,train
448,rtllm_gen20,RTLLM/Prob035_calendar,train
449,rtllm_gen20,RTLLM/Prob035_calendar,train
450,rtllm_gen20,RTLLM/Prob035_calendar,train
451,rtllm_gen20,RTLLM/Prob035_calendar,train
452,rtllm_gen20,RTLLM/Prob035_calendar,train
453,rtllm_gen20,RTLLM/Prob035_calendar,train
454,rtllm_gen20,RTLLM/Prob036_edge_detect,holdout
455,rtllm_gen20,RTLLM/Prob036_edge_detect,holdout
456,rtllm_gen20,RTLLM/Prob036_edge_detect,holdout
457,rtllm_gen20,RTLLM/Prob036_edge_detect,holdout
458,rtllm_gen20,RTLLM/Prob036_edge_detect,holdout
459,rtllm_gen20,RTLLM/Prob036_edge_detect,holdout
460,rtllm_gen20,RTLLM/Prob037_parallel2serial,train
461,rtllm_gen20,RTLLM/Prob040_synchronizer,holdout
462,rtllm_gen20,RTLLM/Prob040_synchronizer,holdout
463,rtllm_gen20,RTLLM/Prob040_synchronizer,holdout
464,rtllm_gen20,RTLLM/Prob040_synchronizer,holdout
465,rtllm_gen20,RTLLM/Prob040_synchronizer,holdout
466,rtllm_gen20,RTLLM/Prob040_synchronizer,holdout
467,rtllm_gen20,RTLLM/Prob043_RAM,train
468,rtllm_gen20,RTLLM/Prob043_RAM,train
469,rtllm_gen20,RTLLM/Prob043_RAM,train
470,rtllm_gen20,RTLLM/Prob043_RAM,train
471,rtllm_gen20,RTLLM/Prob043_RAM,train
472,rtllm_gen20,RTLLM/Prob043_RAM,train
473,rtllm_gen20,RTLLM/Prob044_ROM,holdout
474,rtllm_gen20,RTLLM/Prob044_ROM,holdout
475,rtllm_gen20,RTLLM/Prob044_ROM,holdout
476,rtllm_gen20,RTLLM/Prob044_ROM,holdout
477,rtllm_gen20,RTLLM/Prob044_ROM,holdout
478,rtllm_gen20,RTLLM/Prob044_ROM,holdout
479,rtllm_gen20,RTLLM/Prob047_instr_reg,train
480,rtllm_gen20,RTLLM/Prob047_instr_reg,train
481,rtllm_gen20,RTLLM/Prob047_instr_reg,train
482,rtllm_gen20,RTLLM/Prob047_instr_reg,train
483,rtllm_gen20,RTLLM/Prob047_instr_reg,train
484,rtllm_gen20,RTLLM/Prob047_instr_reg,train
485,rtllm_gen20,RTLLM/Prob048_pe,train
486,rtllm_gen20,RTLLM/Prob048_pe,train
487,rtllm_gen20,RTLLM/Prob048_pe,train
488,rtllm_gen20,RTLLM/Prob048_pe,train
489,rtllm_gen20,RTLLM/Prob048_pe,train
490,rtllm_gen20,RTLLM/Prob048_pe,train
491,rtllm_gen20,RTLLM/Prob049_signal_generator,holdout
492,rtllm_gen20,RTLLM/Prob049_signal_generator,holdout
493,rtllm_gen20,RTLLM/Prob049_signal_generator,holdout
494,rtllm_gen20,RTLLM/Prob049_signal_generator,holdout
495,rtllm_gen20,RTLLM/Prob049_signal_generator,holdout
496,rtllm_gen20,RTLLM/Prob049_signal_generator,holdout
497,rtllm_gen20,RTLLM/Prob050_square_wave,train
498,rtllm_gen20,RTLLM/Prob050_square_wave,train
499,rtllm_gen20,RTLLM/Prob050_square_wave,train
500,rtllm_gen20,RTLLM/Prob050_square_wave,train
501,rtllm_gen20,RTLLM/Prob050_square_wave,train
502,rtllm_gen20,RTLLM/Prob050_square_wave,train
503,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,train
504,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,train
505,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,train
506,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob008_m2014_q4h,train
507,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3,validation
508,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3,validation
509,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3,validation
510,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3,validation
511,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3,validation
512,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob009_popcount3,validation
513,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,train
514,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,train
515,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,train
516,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,train
517,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,train
518,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob010_mt2015_q4a,train
519,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate,train
520,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate,train
521,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate,train
522,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate,train
523,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate,train
524,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob011_norgate,train
525,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate,validation
526,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate,validation
527,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate,validation
528,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate,validation
529,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate,validation
530,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob012_xnorgate,validation
531,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,train
532,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,train
533,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,train
534,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,train
535,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,train
536,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob013_m2014_q4e,train
537,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate,train
538,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate,train
539,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate,train
540,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate,train
541,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate,train
542,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob014_andgate,train
543,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1,holdout
544,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1,holdout
545,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1,holdout
546,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1,holdout
547,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1,holdout
548,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob015_vector1,holdout
549,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,validation
550,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,validation
551,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,validation
552,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,validation
553,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,validation
554,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob016_m2014_q4j,validation
555,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v,train
556,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v,train
557,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v,train
558,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v,train
559,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v,train
560,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob017_mux2to1v,train
561,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1,holdout
562,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1,holdout
563,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1,holdout
564,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1,holdout
565,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1,holdout
566,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob018_mux256to1,holdout
567,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,train
568,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,train
569,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,train
570,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,train
571,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,train
572,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob019_m2014_q4f,train
573,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,train
574,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,train
575,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,train
576,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,train
577,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,train
578,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob020_mt2015_eq2,train
579,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v,validation
580,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v,validation
581,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v,validation
582,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v,validation
583,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v,validation
584,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob021_mux256to1v,validation
585,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob022_mux2to1,train
586,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob022_mux2to1,train
587,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob022_mux2to1,train
588,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob022_mux2to1,train
589,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob022_mux2to1,train
590,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob022_mux2to1,train
591,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob023_vector100r,train
592,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob023_vector100r,train
593,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob023_vector100r,train
594,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob023_vector100r,train
595,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob023_vector100r,train
596,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob023_vector100r,train
597,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob024_hadd,train
598,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob024_hadd,train
599,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob024_hadd,train
600,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob024_hadd,train
601,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob024_hadd,train
602,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob024_hadd,train
603,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob025_reduction,train
604,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob025_reduction,train
605,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob025_reduction,train
606,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob025_reduction,train
607,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob025_reduction,train
608,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob025_reduction,train
609,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,validation
610,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,validation
611,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,validation
612,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,validation
613,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,validation
614,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob026_alwaysblock1,validation
615,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob027_fadd,holdout
616,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob027_fadd,holdout
617,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob027_fadd,holdout
618,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob027_fadd,holdout
619,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob027_fadd,holdout
620,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob027_fadd,holdout
621,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob028_m2014_q4a,train
622,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob028_m2014_q4a,train
623,aspdac2026_release,aspdac2026/deepseek_clean_results/VerilogEval-Spec-to-RTL/Prob028_m2014_q4a,train
