method_key,problem,hypervolume,hv_delta_vs_classic,hv_auc,hv_auc_delta_vs_classic,valid_ppa_count,pareto_point_count,reference_beating_count
aurora_raw_impl_compact_delayed_8x5,Prob038_pulse_detect,0,-0.0210287013356,0,-0.0105143506678,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob039_serial2parallel,0,0,0,0,1,1,0
aurora_raw_impl_compact_delayed_8x5,Prob041_traffic_light,0.233014342774,-0.065647966594,0.121909023239,-0.108547294844,15,3,13
aurora_raw_impl_compact_delayed_8x5,Prob042_width_8to16,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob043_RAM,0.00367714356907,-0.0935564510081,0.00367714356906,-0.0761891325893,1,1,1
aurora_raw_impl_compact_delayed_8x5,Prob044_ROM,0,0,0,0,2,2,1
aurora_raw_impl_compact_delayed_8x5,Prob045_alu,0.187118154938,-0.044673321506,0.181147644392,-0.0224167490638,11,1,11
aurora_raw_impl_compact_delayed_8x5,Prob046_clkgenerator,0,0,0,0,0,0,0
aurora_raw_impl_compact_delayed_8x5,Prob047_instr_reg,0,0,0,0,3,1,0
aurora_raw_impl_compact_delayed_8x5,Prob048_pe,0,0,0,0,3,2,1
aurora_raw_impl_compact_delayed_8x5,Prob049_signal_generator,0.00683402432913,-0.0123648161118,0.00683402432909,-0.0102128931021,1,1,1
aurora_raw_impl_compact_delayed_8x5,Prob050_square_wave,0,-0.00426524754372,0,-0.000990210701797,5,2,1
masterrtl_delayed_archive_activation_8x5,Prob001_accu,0,0,0,0,6,1,0
masterrtl_delayed_archive_activation_8x5,Prob002_adder_16bit,0.205114234284,0,0.205114234284,0,3,1,2
masterrtl_delayed_archive_activation_8x5,Prob003_adder_32bit,0.674459752503,0,0.674459752503,0,4,1,4
masterrtl_delayed_archive_activation_8x5,Prob004_adder_8bit,0.151026289181,0,0.0755131445903,-0.0604105156722,1,1,1
masterrtl_delayed_archive_activation_8x5,Prob005_adder_bcd,0.198189845475,0,0.198189845475,0,4,1,3
masterrtl_delayed_archive_activation_8x5,Prob007_comparator_3bit,0,-0.058316843557,0,-0.0524851592013,1,1,1
masterrtl_delayed_archive_activation_8x5,Prob008_comparator_4bit,0.33125,-0.0303681818182,0.331195909091,-0.0122471212121,16,1,16
masterrtl_delayed_archive_activation_8x5,Prob009_div_16bit,0.71230358447,-0.000563395185931,0.708946079439,0.00931930844315,23,5,23
masterrtl_delayed_archive_activation_8x5,Prob010_radix2_div,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob011_multi_16bit,0,0,0,0,28,10,0
masterrtl_delayed_archive_activation_8x5,Prob012_multi_8bit,0,-0.38656854576,0,-0.347911691184,1,1,0
masterrtl_delayed_archive_activation_8x5,Prob014_multi_pipe_4bit,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob015_multi_pipe_8bit,0,0,0,0,9,4,0
masterrtl_delayed_archive_activation_8x5,Prob016_fixed_point_adder,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob017_fixed_point_substractor,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob019_sub_64bit,0,-0.44993695574,0,-0.314955869018,3,1,1
masterrtl_delayed_archive_activation_8x5,Prob020_JC_counter,0,0,0,0,1,1,0
masterrtl_delayed_archive_activation_8x5,Prob021_counter_12,0,0,0,0,2,2,0
masterrtl_delayed_archive_activation_8x5,Prob022_ring_counter,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob023_up_down_counter,0,0,0,0,1,1,0
masterrtl_delayed_archive_activation_8x5,Prob024_fsm,0.144729433844,-0.000938379730998,0.13025649046,0.0438035658429,7,2,3
masterrtl_delayed_archive_activation_8x5,Prob025_sequence_detector,0,-0.043389639318,0,-0.0303727475227,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob026_asyn_fifo,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob027_LIFObuffer,0.00639587847544,0.000379454678191,0.000639587847546,-0.00459639550801,15,3,3
masterrtl_delayed_archive_activation_8x5,Prob028_LFSR,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob029_barrel_shifter,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob030_right_shifter,0,0,0,0,1,1,0
masterrtl_delayed_archive_activation_8x5,Prob031_freq_div,0.0179314456036,-0.0656214605067,0.0179314456036,-0.0309031296572,2,1,2
masterrtl_delayed_archive_activation_8x5,Prob032_freq_divbyeven,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob033_freq_divbyfrac,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob034_freq_divbyodd,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob035_calendar,0,0,0,0,3,1,1
masterrtl_delayed_archive_activation_8x5,Prob036_edge_detect,0,-0.355889724311,0,-0.314341409078,2,1,0
masterrtl_delayed_archive_activation_8x5,Prob037_parallel2serial,0,-0.104652113482,0,-0.0361442236939,2,1,0
masterrtl_delayed_archive_activation_8x5,Prob038_pulse_detect,0,-0.0210287013356,0,-0.0105143506678,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob039_serial2parallel,0,0,0,0,1,1,0
masterrtl_delayed_archive_activation_8x5,Prob041_traffic_light,0.215201161946,-0.0834611474219,0.213083278867,-0.017373039216,16,3,14
masterrtl_delayed_archive_activation_8x5,Prob042_width_8to16,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob043_RAM,0.00367714356907,-0.0935564510081,0.00367714356906,-0.0761891325893,1,1,1
masterrtl_delayed_archive_activation_8x5,Prob044_ROM,0,0,0,0,2,2,1
masterrtl_delayed_archive_activation_8x5,Prob045_alu,0.205842720284,-0.0259487561601,0.190666005125,-0.0128983883305,18,1,18
masterrtl_delayed_archive_activation_8x5,Prob046_clkgenerator,0,0,0,0,0,0,0
masterrtl_delayed_archive_activation_8x5,Prob047_instr_reg,0,0,0,0,3,1,0
masterrtl_delayed_archive_activation_8x5,Prob048_pe,0,0,0,0,5,2,2
masterrtl_delayed_archive_activation_8x5,Prob049_signal_generator,0.00683402432913,-0.0123648161118,0.00683402432909,-0.0102128931021,1,1,1
masterrtl_delayed_archive_activation_8x5,Prob050_square_wave,0,-0.00426524754372,0,-0.000990210701797,10,2,2
fg_qdm_rf_leafid_front_credit_8x5,Prob001_accu,0,0,0,0,6,1,0
fg_qdm_rf_leafid_front_credit_8x5,Prob002_adder_16bit,0.205114234284,0,0.205114234284,0,4,1,3
fg_qdm_rf_leafid_front_credit_8x5,Prob003_adder_32bit,0.674459752503,0,0.674459752503,0,5,1,5
fg_qdm_rf_leafid_front_credit_8x5,Prob004_adder_8bit,0.151026289181,0,0.135923660262,0,1,1,1
fg_qdm_rf_leafid_front_credit_8x5,Prob005_adder_bcd,0.198189845475,0,0.198189845475,0,6,1,4
fg_qdm_rf_leafid_front_credit_8x5,Prob007_comparator_3bit,0,-0.058316843557,0,-0.0524851592013,1,1,1
fg_qdm_rf_leafid_front_credit_8x5,Prob008_comparator_4bit,0.33125,-0.0303681818182,0.33125,-0.012193030303,13,1,12
fg_qdm_rf_leafid_front_credit_8x5,Prob009_div_16bit,0.715604009241,0.00273702958492,0.713535627095,0.0139088560992,26,5,26
fg_qdm_rf_leafid_front_credit_8x5,Prob010_radix2_div,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob011_multi_16bit,0,0,0,0,16,6,0
fg_qdm_rf_leafid_front_credit_8x5,Prob012_multi_8bit,0,-0.38656854576,0,-0.347911691184,1,1,0
fg_qdm_rf_leafid_front_credit_8x5,Prob014_multi_pipe_4bit,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob015_multi_pipe_8bit,0,0,0,0,7,4,0
fg_qdm_rf_leafid_front_credit_8x5,Prob016_fixed_point_adder,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob017_fixed_point_substractor,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob019_sub_64bit,0,-0.44993695574,0,-0.314955869018,4,1,1
fg_qdm_rf_leafid_front_credit_8x5,Prob020_JC_counter,0,0,0,0,1,1,0
fg_qdm_rf_leafid_front_credit_8x5,Prob021_counter_12,0,0,0,0,1,1,0
fg_qdm_rf_leafid_front_credit_8x5,Prob022_ring_counter,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob023_up_down_counter,0,0,0,0,1,1,0
fg_qdm_rf_leafid_front_credit_8x5,Prob024_fsm,0.144948389115,-0.000719424460432,0.107569596497,0.0211166718799,7,2,4
fg_qdm_rf_leafid_front_credit_8x5,Prob025_sequence_detector,0,-0.043389639318,0,-0.0303727475227,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob026_asyn_fifo,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob027_LIFObuffer,0,-0.00601642379725,0,-0.00523598335556,8,2,0
fg_qdm_rf_leafid_front_credit_8x5,Prob028_LFSR,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob029_barrel_shifter,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob030_right_shifter,0,0,0,0,1,1,0
fg_qdm_rf_leafid_front_credit_8x5,Prob031_freq_div,0.0179314456036,-0.0656214605067,0.0179314456036,-0.0309031296572,2,1,2
fg_qdm_rf_leafid_front_credit_8x5,Prob032_freq_divbyeven,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob033_freq_divbyfrac,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob034_freq_divbyodd,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob035_calendar,0,0,0,0,3,1,1
fg_qdm_rf_leafid_front_credit_8x5,Prob036_edge_detect,0,-0.355889724311,0,-0.314341409078,2,1,0
fg_qdm_rf_leafid_front_credit_8x5,Prob037_parallel2serial,0.00407162129016,-0.100580492192,0.00122966233341,-0.0349145613605,7,2,3
fg_qdm_rf_leafid_front_credit_8x5,Prob038_pulse_detect,0,-0.0210287013356,0,-0.0105143506678,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob039_serial2parallel,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob041_traffic_light,0.198308641975,-0.100353667393,0.153719952796,-0.0767363652869,19,1,15
fg_qdm_rf_leafid_front_credit_8x5,Prob042_width_8to16,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob043_RAM,0.00367714356907,-0.0935564510081,0.00367714356906,-0.0761891325893,1,1,1
fg_qdm_rf_leafid_front_credit_8x5,Prob044_ROM,0,0,0,0,2,2,1
fg_qdm_rf_leafid_front_credit_8x5,Prob045_alu,0.172886260595,-0.0589052158486,0.169747813128,-0.0338165803276,12,2,12
fg_qdm_rf_leafid_front_credit_8x5,Prob046_clkgenerator,0,0,0,0,0,0,0
fg_qdm_rf_leafid_front_credit_8x5,Prob047_instr_reg,0,0,0,0,3,1,0
fg_qdm_rf_leafid_front_credit_8x5,Prob048_pe,0,0,0,0,2,1,1
fg_qdm_rf_leafid_front_credit_8x5,Prob049_signal_generator,0.00683402432913,-0.0123648161118,0.00683402432909,-0.0102128931021,1,1,1
fg_qdm_rf_leafid_front_credit_8x5,Prob050_square_wave,0,-0.00426524754372,0,-0.000990210701797,10,2,2
