benchmark,child_cell_id,child_generation,child_id,child_pareto_rank,child_quality,child_strategy,generation_delta,method_name,new_cell,parent_cell_id,parent_found,parent_generation,parent_id,parent_pareto_rank,parent_quality,parent_strategy,problem,quality_delta,relative_path,root,seed_dir,source_table
VerilogEval-Spec-to-RTL,"1,0,0",1,16d3e7d5-3326-465a-8a56-a8a2d032eabd,1,0.4643696027633852,M-S,,landing_smooth_qd_manual_bd,False,,False,,cb913a57-77f9-45fe-9592-0e9c9184a667,,,,Prob116_m2014_q3,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,0,3",1,b0ebab12-e8ec-42bb-b69d-9500dc5b31e4,1,0.3969084628670121,M-E,,landing_smooth_qd_manual_bd,False,,False,,d01889c8-04b3-4553-acd2-f5693905d237,,,,Prob116_m2014_q3,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,0,3",1,b881adcc-6fe5-4aef-ae84-09b9e871d8ab,2,0.3978583765112262,M-F,,landing_smooth_qd_manual_bd,False,,False,,cb913a57-77f9-45fe-9592-0e9c9184a667,,,,Prob116_m2014_q3,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,0,3",3,e64362e8-d87c-4666-a746-e3fcc669cb4c,1,0.3979620034542314,M-I,2,landing_smooth_qd_manual_bd,True,"0,0,0",True,1,59509c85-ca15-46af-a0da-46569c605cd3,1,0.4653523316062176,M-S,Prob116_m2014_q3,-0.0673903281519862,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,0,3",5,4f5d68da-0b97-4240-a192-601be3cbbaaf,3,0.3304835924006908,M-I,4,landing_smooth_qd_manual_bd,False,"2,0,3",True,1,b881adcc-6fe5-4aef-ae84-09b9e871d8ab,2,0.3978583765112262,M-F,Prob116_m2014_q3,-0.06737478411053538,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob116_m2014_q3/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"0,0,0",1,e8ddb8ad-0d38-4240-94bf-7b235688dd21,2,0.2636173393124066,M-S,1,landing_smooth_qd_manual_bd,True,"1,0,1",True,0,50c9f6b1-b667-4059-b231-ab2f0bff627b,5,0.1961434977578475,initial,Prob135_m2014_q6b,0.0674738415545591,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"0,0,0",2,276b8eab-8082-4939-a50b-398ef95754a6,3,0.2631240657698057,M-E,1,landing_smooth_qd_manual_bd,False,"0,0,0",True,1,e8ddb8ad-0d38-4240-94bf-7b235688dd21,2,0.2636173393124066,M-S,Prob135_m2014_q6b,-0.0004932735426009249,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"0,0,0",3,36f92cd3-431d-4d06-9745-9b1bea380b6c,1,0.3976980568011958,M-I,2,landing_smooth_qd_manual_bd,False,"0,0,0",True,1,e8ddb8ad-0d38-4240-94bf-7b235688dd21,2,0.2636173393124066,M-S,Prob135_m2014_q6b,0.1340807174887892,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"0,0,1",5,dd9a8d46-2003-49dd-a3fe-bc508b257ce3,2,0.2633482810164425,M-E,5,landing_smooth_qd_manual_bd,True,"1,0,1",True,0,50c9f6b1-b667-4059-b231-ab2f0bff627b,5,0.1961434977578475,initial,Prob135_m2014_q6b,0.06720478325859497,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,0,1",1,a0bfde0a-d90e-4284-9596-e1d745ce0187,3,0.2636173393124066,M-I,1,landing_smooth_qd_manual_bd,True,"0,0,1",True,0,7e5fb12c-2443-40f8-a08e-dcf62cc7a906,1,0.2636173393124066,initial,Prob135_m2014_q6b,0.0,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,0,1",1,9bee8f21-6639-4757-8e9b-8eea8bba79a9,4,0.2631240657698057,M-R,1,landing_smooth_qd_manual_bd,True,"0,0,1",True,0,7e5fb12c-2443-40f8-a08e-dcf62cc7a906,1,0.2636173393124066,initial,Prob135_m2014_q6b,-0.0004932735426009249,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,0,1",4,bdbebd35-7549-4e9e-ab2a-7cb00a5c42b0,2,0.3976980568011958,C-F,1,landing_smooth_qd_manual_bd,True,"0,0,0",True,3,36f92cd3-431d-4d06-9745-9b1bea380b6c,1,0.3976980568011958,M-I,Prob135_m2014_q6b,0.0,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,0,1",4,bdbebd35-7549-4e9e-ab2a-7cb00a5c42b0,2,0.3976980568011958,C-F,4,landing_smooth_qd_manual_bd,True,"0,0,1",True,0,7e5fb12c-2443-40f8-a08e-dcf62cc7a906,1,0.2636173393124066,initial,Prob135_m2014_q6b,0.1340807174887892,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,0,1",4,47193759-ae15-492f-b354-85df84f70aeb,1,0.3977130044843049,M-I,1,landing_smooth_qd_manual_bd,True,"0,0,0",True,3,36f92cd3-431d-4d06-9745-9b1bea380b6c,1,0.3976980568011958,M-I,Prob135_m2014_q6b,1.4947683109112209e-05,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,,4,47193759-ae15-492f-b354-85df84f70aeb,,0.3977130044843049,M-I,,landing_smooth_qd_manual_bd,False,,False,,36f92cd3-431d-4d06-9745-9b1bea380b6c,,,,Prob135_m2014_q6b,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob135_m2014_q6b/global_pareto_archive.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,global_pareto_archive.csv
VerilogEval-Spec-to-RTL,"0,0,0",1,a259c51c-81f0-4f45-984b-f143f5a70cd3,1,0.3296862745098038,M-S,,landing_smooth_qd_manual_bd,False,,False,,4e9dd648-10ac-43fe-8eed-3112079fcf39,,,,Prob150_review2015_fsmonehot,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"0,0,0",1,569e22e8-98a4-4d5c-81b4-c5e358eb8a9e,2,0.3296764705882353,M-I,,landing_smooth_qd_manual_bd,False,,False,,9b9b1b9d-c97b-43d5-903b-ec4411e154a7,,,,Prob150_review2015_fsmonehot,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"0,0,1",4,e9d6458c-58e8-4c54-a422-41aae7b0b540,1,-1.1270739064856712,M-R,2,landing_smooth_qd_manual_bd,True,"1,0,1",True,2,9ec68850-9b3e-4956-8320-e907ffd6557c,2,-0.0060980392156862,C-F,Prob150_review2015_fsmonehot,-1.120975867269985,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,0,1",2,9ec68850-9b3e-4956-8320-e907ffd6557c,2,-0.0060980392156862,C-F,1,landing_smooth_qd_manual_bd,True,"0,0,0",True,1,a259c51c-81f0-4f45-984b-f143f5a70cd3,1,0.3296862745098038,M-S,Prob150_review2015_fsmonehot,-0.33578431372549,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,0,1",2,9ec68850-9b3e-4956-8320-e907ffd6557c,2,-0.0060980392156862,C-F,2,landing_smooth_qd_manual_bd,False,"1,0,1",True,0,9cdef5d7-79cf-4355-9e6d-87349d23b193,1,0.3296862745098038,initial,Prob150_review2015_fsmonehot,-0.33578431372549,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,1,0",2,4e5e9965-0610-4ecb-829f-6774d3d5478d,1,-0.1453436570886235,M-R,,landing_smooth_qd_manual_bd,False,,False,,dfe44c9f-d36e-405c-9633-8aab9553385e,,,,Prob151_review2015_fsm,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,1,0",3,c2acac92-cad9-45a3-802c-470de9a661e3,1,-0.2625124688883077,M-R,1,landing_smooth_qd_manual_bd,False,"1,1,0",True,2,4e5e9965-0610-4ecb-829f-6774d3d5478d,1,-0.1453436570886235,M-R,Prob151_review2015_fsm,-0.11716881179968419,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,1,0",4,38bbaa5b-b3b5-4889-9493-6cf21f78ebe3,1,-0.1422179610099073,C-F,2,landing_smooth_qd_manual_bd,False,"1,1,0",True,2,4e5e9965-0610-4ecb-829f-6774d3d5478d,1,-0.1453436570886235,M-R,Prob151_review2015_fsm,0.0031256960787162114,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,1,0",4,38bbaa5b-b3b5-4889-9493-6cf21f78ebe3,1,-0.1422179610099073,C-F,2,landing_smooth_qd_manual_bd,True,"1,1,1",True,2,0ae4523c-7e87-4dee-8e43-3cfae9748004,1,-0.1661969648546829,M-I,Prob151_review2015_fsm,0.02397900384477561,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,1,0",4,4d687a54-cd9b-4644-8b18-34f842d7ff5b,2,-0.5052853559564969,C-F,1,landing_smooth_qd_manual_bd,True,"1,2,2",True,3,74bf8f96-d551-4153-a023-5af3cf2ca5eb,1,-0.3335851322428503,M-S,Prob151_review2015_fsm,-0.17170022371364663,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,1,0",4,4d687a54-cd9b-4644-8b18-34f842d7ff5b,2,-0.5052853559564969,C-F,2,landing_smooth_qd_manual_bd,False,"1,1,0",True,2,4e5e9965-0610-4ecb-829f-6774d3d5478d,1,-0.1453436570886235,M-R,Prob151_review2015_fsm,-0.3599416988678734,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,1,1",2,0ae4523c-7e87-4dee-8e43-3cfae9748004,1,-0.1661969648546829,M-I,1,landing_smooth_qd_manual_bd,True,"1,2,1",True,1,78b691e1-0ad4-40a4-a5c8-8b25625c711b,2,-0.5164976708600869,M-S,Prob151_review2015_fsm,0.350300706005404,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,2,1",1,78b691e1-0ad4-40a4-a5c8-8b25625c711b,2,-0.5164976708600869,M-S,,landing_smooth_qd_manual_bd,False,,False,,d3e29cc5-0f5c-4a4c-9caa-56067cbfee10,,,,Prob151_review2015_fsm,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,2,1",3,93f489a1-3dbb-46bc-a553-dc090ad066c4,1,-0.3010449654744956,M-I,1,landing_smooth_qd_manual_bd,True,"2,2,3",True,2,2a6384bf-94dc-4984-a654-47920f3e6dc3,1,-0.332812787510774,M-I,Prob151_review2015_fsm,0.03176782203627837,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,2,1",3,a5007cbb-2892-42a3-83f6-f6c4c4c5a917,1,-0.1986160744550006,M-I,1,landing_smooth_qd_manual_bd,True,"2,1,3",True,2,c07b01d2-34c8-4a1e-a9fc-651a25c8accd,1,-0.1469779288571234,M-S,Prob151_review2015_fsm,-0.05163814559787719,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,2,2",3,1d5c03b2-315b-42ea-8bf7-0a53c2fee82f,2,-0.371969939084033,M-I,,landing_smooth_qd_manual_bd,False,,False,,1f4d9df6-ba3d-4b60-b21b-7c2e24d1bf6a,,,,Prob151_review2015_fsm,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"1,2,2",3,74bf8f96-d551-4153-a023-5af3cf2ca5eb,1,-0.3335851322428503,M-S,1,landing_smooth_qd_manual_bd,True,"2,1,3",True,2,c07b01d2-34c8-4a1e-a9fc-651a25c8accd,1,-0.1469779288571234,M-S,Prob151_review2015_fsm,-0.1866072033857269,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,0",5,cf24ff66-4e12-46e8-a6cc-7dc8190e39b5,1,-0.1516894738371248,M-R,1,landing_smooth_qd_manual_bd,True,"1,1,0",True,4,38bbaa5b-b3b5-4889-9493-6cf21f78ebe3,1,-0.1422179610099073,C-F,Prob151_review2015_fsm,-0.009471512827217504,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,1",4,32dba5b4-a080-48f0-9c0c-50de8ef85f33,2,-0.1929191241271778,C-F,2,landing_smooth_qd_manual_bd,True,"1,1,0",True,2,4e5e9965-0610-4ecb-829f-6774d3d5478d,1,-0.1453436570886235,M-R,Prob151_review2015_fsm,-0.04757546703855428,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,1",4,32dba5b4-a080-48f0-9c0c-50de8ef85f33,2,-0.1929191241271778,C-F,2,landing_smooth_qd_manual_bd,True,"1,1,1",True,2,0ae4523c-7e87-4dee-8e43-3cfae9748004,1,-0.1661969648546829,M-I,Prob151_review2015_fsm,-0.026722159272494883,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,1",4,a16c78d3-e62e-44cf-977e-74c67d8fd94c,1,-0.2473779017403178,M-I,1,landing_smooth_qd_manual_bd,True,"1,2,2",True,3,74bf8f96-d551-4153-a023-5af3cf2ca5eb,1,-0.3335851322428503,M-S,Prob151_review2015_fsm,0.08620723050253251,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,1",4,6b7baf21-de8c-47e5-9341-2a54bef5f114,1,-0.1921734119720697,C-F,1,landing_smooth_qd_manual_bd,True,"1,1,0",True,3,c2acac92-cad9-45a3-802c-470de9a661e3,1,-0.2625124688883077,M-R,Prob151_review2015_fsm,0.07033905691623801,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,1",4,6b7baf21-de8c-47e5-9341-2a54bef5f114,1,-0.1921734119720697,C-F,1,landing_smooth_qd_manual_bd,True,"1,2,1",True,3,a5007cbb-2892-42a3-83f6-f6c4c4c5a917,1,-0.1986160744550006,M-I,Prob151_review2015_fsm,0.006442662482930905,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,3",2,c07b01d2-34c8-4a1e-a9fc-651a25c8accd,1,-0.1469779288571234,M-S,1,landing_smooth_qd_manual_bd,True,"1,2,1",True,1,78b691e1-0ad4-40a4-a5c8-8b25625c711b,2,-0.5164976708600869,M-S,Prob151_review2015_fsm,0.3695197420029635,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,3",4,26a4f83b-4f9d-4e3e-90e3-6be74e5866a7,2,-0.3197628247963818,C-F,2,landing_smooth_qd_manual_bd,True,"1,1,0",True,2,4e5e9965-0610-4ecb-829f-6774d3d5478d,1,-0.1453436570886235,M-R,Prob151_review2015_fsm,-0.17441916770775828,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,1,3",4,26a4f83b-4f9d-4e3e-90e3-6be74e5866a7,2,-0.3197628247963818,C-F,1,landing_smooth_qd_manual_bd,True,"1,2,2",True,3,74bf8f96-d551-4153-a023-5af3cf2ca5eb,1,-0.3335851322428503,M-S,Prob151_review2015_fsm,0.013822307446468507,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,2,0",3,472e9409-9c4e-48ab-a918-322ec12c96df,1,-0.8754636489535818,M-I,,landing_smooth_qd_manual_bd,False,,False,,dac17db7-8873-4a12-b233-c257504533c0,,,,Prob151_review2015_fsm,,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,2,1",5,eaacb26d-abd3-43ce-beb2-edfc99187741,1,-0.4041033537677832,M-R,1,landing_smooth_qd_manual_bd,True,"2,1,1",True,4,32dba5b4-a080-48f0-9c0c-50de8ef85f33,2,-0.1929191241271778,C-F,Prob151_review2015_fsm,-0.21118422964060543,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,2,3",2,2a6384bf-94dc-4984-a654-47920f3e6dc3,1,-0.332812787510774,M-I,1,landing_smooth_qd_manual_bd,True,"1,2,1",True,1,78b691e1-0ad4-40a4-a5c8-8b25625c711b,2,-0.5164976708600869,M-S,Prob151_review2015_fsm,0.18368488334931293,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
VerilogEval-Spec-to-RTL,"2,2,3",4,b63fcb37-5552-47e7-b195-2bd9e02a3c47,2,-0.4412243237746593,M-E,1,landing_smooth_qd_manual_bd,True,"1,2,1",True,3,93f489a1-3dbb-46bc-a553-dc090ad066c4,1,-0.3010449654744956,M-I,Prob151_review2015_fsm,-0.1401793583001637,landing_smooth_qd_manual_bd/seed_1001/revolution/openai_gpt-oss-120b/VerilogEval-Spec-to-RTL/Prob151_review2015_fsm/archive_cells.csv,/aux/revolution-history/.worktrees/journal-auto-bd-exp-20260618/exp/auto_bd_research/main_screening_screening_seed3,seed_1001,archive_cells.csv
