model,benchmark_name,init_func_pass_rate,final_func_pass_rate,init_func_any_pass_rate,final_func_any_pass_rate,area_improvement_percentage_compared_to_ref,power_improvement_percentage_compared_to_ref,eff_clk_improvement_percentage_compared_to_ref,avg_runtime_seconds
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob141_count_clock,0.0000,0.0048,0.0000,1.0000,N/A,N/A,N/A,1724.14
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob142_lemmings2,0.0000,0.1818,0.0000,1.0000,N/A,N/A,N/A,1678.04
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob143_fsm_onehot,0.0000,0.4095,0.0000,1.0000,N/A,N/A,N/A,1646.79
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob144_conwaylife,0.0000,0.0048,0.0000,1.0000,N/A,N/A,N/A,1842.06
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob145_circuit8,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1354.48
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob146_fsm_serialdata,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1275.40
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob147_circuit10,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1129.08
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob148_2013_q2afsm,0.1000,0.6143,1.0000,1.0000,N/A,N/A,N/A,1313.56
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob149_ece241_2013_q4,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1386.63
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.0000,0.4238,0.0000,1.0000,N/A,N/A,N/A,1691.24
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1458.25
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob152_lemmings3,0.0000,0.3286,0.0000,1.0000,N/A,N/A,N/A,1523.90
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob153_gshare,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1442.38
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob154_fsm_ps2data,0.0000,0.4000,0.0000,1.0000,N/A,N/A,N/A,1277.14
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob155_lemmings4,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1670.41
llama3_clean_results,VerilogEval-Spec-to-RTL/Prob156_review2015_fancytimer,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,1595.81
