method,method_label,problem,candidate_id,generation,is_pareto_front,line_count,always_count,assign_count,pipeline_event_count,control_count,arith_count,mul_count,shift_count,compare_count,logic_op_count,max_rhs_operator_count,unique_identifier_count,max_identifier_fanout,timing_risk_score,control_pipeline_ratio,timing_risk_entropy,timing_risk_cell,code_file_path
classic_revolution,Classic,Prob015_multi_pipe_8bit,8e7bc11e-ff47-4a46-87ef-54af6d2f4c4b,2,true,32,1,1,12,2,1,1,0,10,0,1,15,5,14.750000,0.230769,1.568318,"0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample9_C-F/code.sv
classic_revolution,Classic,Prob015_multi_pipe_8bit,d00ff750-7dec-4fcd-97a0-55aa7681d019,2,true,32,1,2,10,4,1,1,0,8,0,3,15,6,20.900000,0.454545,1.747413,"1,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen2/Prob015_multi_pipe_8bit_sample10_C-F/code.sv
classic_revolution,Classic,Prob015_multi_pipe_8bit,09614945-d682-4e68-a3f2-35e7af8cb367,3,true,86,4,2,38,9,9,0,1,31,1,6,36,10,58.500000,0.256410,1.842590,"3,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen3/Prob015_multi_pipe_8bit_sample8_M-I/code.sv
classic_revolution,Classic,Prob015_multi_pipe_8bit,a2cd2254-c0b0-4881-9693-6c8d0bcc4a9d,3,false,39,1,1,15,3,3,3,0,13,0,2,17,6,29.900000,0.250000,1.718846,"2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen3/Prob015_multi_pipe_8bit_sample11_M-I/code.sv
classic_revolution,Classic,Prob015_multi_pipe_8bit,bf19929b-a715-4dd7-be1e-369a6823082c,3,true,66,3,3,22,8,9,0,1,17,0,5,27,10,49.000000,0.391304,1.931353,"3,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen3/Prob015_multi_pipe_8bit_sample3_M-E/code.sv
classic_revolution,Classic,Prob015_multi_pipe_8bit,f4754812-33ef-48ae-a19d-2464595fa512,3,true,58,1,4,20,2,12,0,4,19,1,7,24,13,57.950000,0.142857,1.855953,"3,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen3/Prob015_multi_pipe_8bit_sample5_M-E/code.sv
classic_revolution,Classic,Prob019_sub_64bit,27f5c3fd-7c0d-4063-9611-bd07751cee88,0,false,9,0,2,0,0,1,0,0,0,3,3,6,4,8.600000,1.000000,1.405639,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen0/Prob019_sub_64bit_sample3_initial/code.sv
classic_revolution,Classic,Prob019_sub_64bit,5a336367-c050-4774-923e-7a031a126365,0,false,9,0,2,0,0,1,0,0,2,1,3,6,4,10.600000,1.000000,1.750000,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen0/Prob019_sub_64bit_sample8_initial/code.sv
classic_revolution,Classic,Prob019_sub_64bit,b86d8a77-d615-4ec9-a82c-ffa9589fe004,0,false,10,0,2,0,0,1,0,0,0,8,8,5,4,18.600000,1.000000,1.238901,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen0/Prob019_sub_64bit_sample1_initial/code.sv
classic_revolution,Classic,Prob019_sub_64bit,23320bec-38a0-4a6f-97bf-d4e167dbf8dc,1,true,18,0,4,0,0,2,0,0,1,9,5,13,16,17.400000,1.000000,1.431308,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen1/Prob019_sub_64bit_sample12_M-E/code.sv
classic_revolution,Classic,Prob019_sub_64bit,35312d7e-563d-4152-a42b-2cebb5df2e4c,1,false,14,0,3,0,0,1,0,0,0,3,3,10,4,8.600000,1.000000,1.405639,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen1/Prob019_sub_64bit_sample11_M-R/code.sv
classic_revolution,Classic,Prob019_sub_64bit,65f09163-13db-4e04-828d-15dd214afaec,1,false,10,0,2,0,0,2,0,0,0,3,2,7,3,8.450000,1.000000,1.561278,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen1/Prob019_sub_64bit_sample2_M-R/code.sv
classic_revolution,Classic,Prob019_sub_64bit,034d0a4a-81e1-49b8-83d3-c75407cc3999,2,false,11,0,3,0,0,2,0,0,0,2,3,8,5,10.750000,1.000000,1.435521,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen2/Prob019_sub_64bit_sample5_M-I/code.sv
classic_revolution,Classic,Prob019_sub_64bit,643bbcd5-b7b3-4dc7-a11e-f0f9a651d66d,3,false,17,0,6,0,1,4,0,0,0,3,4,13,6,18.400000,2.000000,1.788450,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen3/Prob019_sub_64bit_sample3_M-E/code.sv
classic_revolution,Classic,Prob019_sub_64bit,e63bbab8-c5b6-403a-8cd6-718dd897db13,3,false,33,0,9,0,6,14,0,0,0,4,4,28,10,46.500000,7.000000,1.851227,"3,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob019_sub_64bit/Gen3/Prob019_sub_64bit_sample12_M-E/code.sv
classic_revolution,Classic,Prob020_JC_counter,c5c422b8-02e5-49f6-b964-cc240c59e499,0,true,12,1,0,4,1,0,0,0,2,1,2,5,5,6.250000,0.400000,1.657743,"0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob020_JC_counter/Gen0/Prob020_JC_counter_sample1_initial/code.sv
classic_revolution,Classic,Prob020_JC_counter,af7be130-e0ed-49b7-9546-ec6f10e4622c,1,false,14,1,1,4,1,0,0,0,2,1,2,6,5,6.250000,0.400000,1.657743,"0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob020_JC_counter/Gen1/Prob020_JC_counter_sample1_M-I/code.sv
classic_revolution,Classic,Prob020_JC_counter,81a1d7af-35a2-46e5-9b39-4d077b7db7b2,2,false,13,1,0,3,1,0,0,0,2,1,2,5,5,6.750000,0.500000,1.657743,"0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob020_JC_counter/Gen2/Prob020_JC_counter_sample11_M-I/code.sv
classic_revolution,Classic,Prob020_JC_counter,c00da1ec-84a5-4efc-ba1f-5b4e219324cf,3,false,14,1,0,3,2,2,2,0,3,0,5,10,6,25.400000,0.750000,1.833927,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob020_JC_counter/Gen3/Prob020_JC_counter_sample9_M-I/code.sv
classic_revolution,Classic,Prob021_counter_12,4a09c5e7-d3ac-4d17-916a-ab63f824e5cf,0,false,18,1,0,5,3,1,0,0,4,0,1,8,6,10.900000,0.666667,1.788450,"0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen0/Prob021_counter_12_sample1_initial/code.sv
classic_revolution,Classic,Prob021_counter_12,91b53bcc-8e64-4df2-b8da-48c1ca174ded,1,false,17,1,1,3,3,1,0,0,3,0,4,12,5,16.750000,1.000000,1.825011,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen1/Prob021_counter_12_sample2_M-I/code.sv
classic_revolution,Classic,Prob021_counter_12,b93dbf92-bfe0-44d0-b986-8430927b83a3,1,false,35,2,0,4,4,2,1,1,3,0,1,30,14,19.600000,1.000000,1.564525,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen1/Prob021_counter_12_sample9_M-E/code.sv
classic_revolution,Classic,Prob021_counter_12,176dd39f-9517-492d-b4e5-6ebdd55aaf55,2,false,15,1,0,3,3,1,0,0,2,0,3,9,4,13.600000,1.000000,1.846439,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen2/Prob021_counter_12_sample8_M-E/code.sv
classic_revolution,Classic,Prob021_counter_12,5dbd24c3-305a-4192-95b1-5862f9526091,2,true,32,2,0,3,3,1,1,0,2,0,1,30,14,14.100000,1.000000,1.319035,"0,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen2/Prob021_counter_12_sample3_M-E/code.sv
classic_revolution,Classic,Prob021_counter_12,2992a87d-952f-4e55-876f-c1b578655f2b,3,true,16,1,0,4,2,1,0,0,3,1,4,11,5,14.750000,0.600000,2.054585,"0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen3/Prob021_counter_12_sample5_M-I/code.sv
classic_revolution,Classic,Prob021_counter_12,61e4e681-fbaa-4cf3-82ef-4b76f619ec99,3,true,31,2,0,8,4,3,1,0,9,2,2,14,8,25.200000,0.555556,2.112585,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen3/Prob021_counter_12_sample10_M-E/code.sv
classic_revolution,Classic,Prob021_counter_12,fe837e7d-6218-4670-a9a2-bd510fc25fd4,3,false,19,1,1,5,3,1,0,0,4,0,1,9,7,11.050000,0.666667,1.746466,"0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob021_counter_12/Gen3/Prob021_counter_12_sample8_M-I/code.sv
classic_revolution,Classic,Prob023_up_down_counter,5fcc4a30-9443-4137-91f4-bdab2a1f6e37,0,false,15,1,0,4,2,2,0,0,3,0,1,7,6,10.900000,0.600000,1.833927,"0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob023_up_down_counter/Gen0/Prob023_up_down_counter_sample1_initial/code.sv
classic_revolution,Classic,Prob023_up_down_counter,853e20a9-bef8-45ae-a544-5c4d079fb161,2,false,14,1,0,4,2,2,0,0,2,0,3,9,4,13.600000,0.600000,1.921928,"0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob023_up_down_counter/Gen2/Prob023_up_down_counter_sample5_M-I/code.sv
classic_revolution,Classic,Prob023_up_down_counter,dd5212f1-991c-4dd8-98a3-092ff9afd58c,3,true,24,1,2,3,2,3,0,0,3,4,5,15,8,21.700000,0.750000,2.146439,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob023_up_down_counter/Gen3/Prob023_up_down_counter_sample9_M-E/code.sv
classic_revolution,Classic,Prob024_fsm,84dcbe9d-4c6f-42bb-adbb-218bb66d0627,1,false,61,2,0,4,7,1,1,0,2,0,0,20,14,17.600000,1.600000,1.461860,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample7_M-E/code.sv
classic_revolution,Classic,Prob024_fsm,ed100bce-d7c9-407c-b6af-9bbf85919a99,1,false,52,2,0,4,7,1,1,0,2,0,0,20,13,17.450000,1.600000,1.490640,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample5_M-I/code.sv
classic_revolution,Classic,Prob024_fsm,f98f62ec-2f32-43ba-8692-3d1360ccc59d,1,false,31,2,1,4,7,1,1,0,3,1,2,18,8,21.700000,1.600000,1.901609,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample11_M-R/code.sv
classic_revolution,Classic,Prob024_fsm,69bc1c85-418e-4c44-9ecc-ecd90aaa104e,2,false,30,2,1,4,7,1,1,0,3,1,2,18,8,21.700000,1.600000,1.901609,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample9_M-I/code.sv
classic_revolution,Classic,Prob024_fsm,615cfc09-a91d-4a1d-91b7-f27272728f7a,3,false,55,2,1,4,7,1,1,0,2,0,0,21,14,17.600000,1.600000,1.461860,"1,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample5_M-I/code.sv
classic_revolution,Classic,Prob024_fsm,6ee8efe4-2117-454d-bf53-62e8fc7834bd,3,false,41,2,1,4,7,1,1,0,3,1,2,18,13,22.450000,1.600000,1.743373,"2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample4_M-E/code.sv
classic_revolution,Classic,Prob024_fsm,a4150183-ebdc-424b-a2d1-3d723737f643,3,true,16,1,1,3,1,0,0,0,3,0,1,9,4,5.600000,0.500000,1.405639,"0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample8_M-I/code.sv
classic_revolution,Classic,Prob024_fsm,c655afac-2e44-407e-bb65-02cf9021b561,3,false,30,2,1,4,7,1,1,0,3,3,4,18,13,26.450000,1.600000,1.893148,"2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample2_M-F/code.sv
classic_revolution,Classic,Prob025_sequence_detector,557453e7-6a34-4d0d-955f-37ab13083a12,1,false,32,2,0,5,7,1,1,0,5,0,2,19,9,23.350000,1.333333,1.741684,"2,3",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen1/Prob025_sequence_detector_sample11_M-I/code.sv
classic_revolution,Classic,Prob025_sequence_detector,0709031d-27ec-419d-89fe-a51c49699cf8,2,false,17,1,0,5,1,0,0,0,5,0,2,9,5,8.750000,0.333333,1.348588,"0,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen2/Prob025_sequence_detector_sample9_M-R/code.sv
classic_revolution,Classic,Prob025_sequence_detector,253fb525-b382-4585-9a48-9627eb3a157b,2,true,15,1,1,3,1,0,0,0,3,0,1,8,5,5.750000,0.500000,1.351644,"0,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob025_sequence_detector/Gen2/Prob025_sequence_detector_sample7_M-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,2b57ba2c-cd29-490e-8b01-ba51682f97db,0,false,47,1,2,12,5,5,0,0,14,0,2,18,13,31.450000,0.461538,1.841130,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample2_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,3aa60132-c3ea-4602-99f1-ccc0ceacae5a,0,false,36,1,2,9,4,4,0,0,11,2,2,17,11,26.150000,0.500000,2.059141,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample11_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,4675ec56-719e-41c3-a8ca-8b72f3762aa3,0,false,44,2,0,10,5,5,1,0,12,0,2,16,11,33.150000,0.545455,1.884013,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample4_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,9b218298-9973-4187-ba4b-38c57892d8f7,0,false,42,2,0,9,5,5,1,0,13,0,2,16,13,34.950000,0.600000,1.852405,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample9_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,a6522c75-8bfc-4120-8380-33f75bafe21c,0,false,49,2,2,8,8,5,1,0,14,3,2,16,15,41.250000,1.000000,2.108056,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample1_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,b3c1c1bb-0805-4445-946e-2ce42cf0916a,0,false,45,2,0,9,5,5,1,0,11,0,2,17,11,32.650000,0.600000,1.896038,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen0/Prob027_LIFObuffer_sample5_initial/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,06a828f5-566a-4144-8184-d18af99a423b,1,false,48,1,2,16,5,5,0,0,18,0,2,18,17,34.050000,0.352941,1.763746,"2,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample12_M-R/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,20d4e01f-dbc7-4a47-a69b-f40cd25f6b03,1,true,38,1,2,8,5,5,0,0,9,0,1,18,10,26.000000,0.666667,1.928054,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample10_M-I/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,2c829073-d0a9-4490-b791-4a5f11e7ea57,1,true,39,1,2,8,5,8,0,0,10,0,2,17,10,35.000000,0.666667,1.952024,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample6_M-E/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,3a51aab4-1040-4b68-98dc-1b27fde801a7,1,false,51,2,0,12,8,5,1,0,18,4,2,18,13,42.950000,0.692308,2.110504,"3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample4_M-R/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,47867df4-7bff-4acb-906e-e12f77c2963e,1,false,37,1,2,9,4,4,0,0,11,2,2,16,11,26.150000,0.500000,2.059141,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample5_M-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,500087a2-8d22-4b56-9a19-ad0d5acedbba,1,false,36,1,2,9,4,5,0,0,11,2,2,17,11,28.150000,0.500000,2.083269,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample7_M-R/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,6380a9ca-836d-4989-aa45-ef9bc31a8da0,1,false,48,2,0,12,6,7,1,0,18,7,2,20,13,43.950000,0.538462,2.182678,"3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample2_M-I/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,93efb1e3-8f9b-4439-a734-6687a43c0581,1,true,38,1,2,11,5,3,0,0,14,0,1,16,12,25.800000,0.500000,1.773138,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample11_M-I/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,e980d366-f140-4d65-b225-2928bfbc2ca7,1,false,37,1,2,9,4,5,0,0,11,2,2,16,11,28.150000,0.500000,2.083269,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen1/Prob027_LIFObuffer_sample3_M-E/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,035f8e80-da32-4745-a3c2-1216299debbf,2,false,31,1,2,9,4,2,0,0,10,2,1,15,8,18.700000,0.500000,2.038160,"1,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample5_M-S/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,14333d1a-62db-4526-971d-616a44481673,2,false,31,1,2,7,4,7,0,0,8,2,1,17,10,28.000000,0.625000,2.151914,"2,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample12_C-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,199021ef-75c9-482e-addc-44f151b26546,2,false,35,1,2,7,5,7,0,0,8,0,1,15,10,29.500000,0.750000,1.957544,"2,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample3_M-S/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,1fb5f7bc-9bd4-4986-8f31-397606c3f634,2,false,50,2,0,10,9,8,1,0,15,1,2,20,12,48.300000,0.909091,2.066248,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample8_C-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,74cc42bb-1dcf-4f48-96b9-4a04228cb36d,2,false,50,1,2,19,7,37,16,0,19,2,4,17,30,154.500000,0.400000,1.913870,"3,0",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample7_M-E/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,9e0451d2-94f2-4fe1-9d9e-42d7d3929b5c,2,false,38,1,2,8,4,9,0,0,10,2,4,18,10,39.500000,0.555556,2.130201,"3,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample2_C-F/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,d006470f-bdb4-43dd-ab40-b339a5283d55,2,false,47,2,0,10,8,10,1,0,15,3,2,20,12,50.800000,0.818182,2.176690,"3,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample6_M-I/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,ec13eefd-f28b-496c-b28a-3c90a6ba797b,2,true,33,1,2,7,5,3,0,0,8,0,1,14,10,21.500000,0.750000,1.870293,"1,2",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample11_M-S/code.sv
classic_revolution,Classic,Prob027_LIFObuffer,efe2111c-4186-46be-ae25-c5659b034804,2,false,33,1,2,9,4,2,0,0,12,2,1,16,10,21.000000,0.500000,1.965596,"1,1",/workspace/exp/useful_bd_push/rtllm_milestone_full_20260622_142254_UTC/classic_revolution/seed_1001/openai_gpt-oss-120b/RTLLM/Prob027_LIFObuffer/Gen2/Prob027_LIFObuffer_sample10_C-F/code.sv
