model,benchmark_name,init_func_pass_rate,final_func_pass_rate,init_func_any_pass_rate,final_func_any_pass_rate,area_improvement_percentage_compared_to_ref,power_improvement_percentage_compared_to_ref,eff_clk_improvement_percentage_compared_to_ref,avg_runtime_seconds
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob133_2014_q3fsm,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,230.33
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob134_2014_q3c,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,463.17
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob135_m2014_q6b,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,215.80
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob136_m2014_q6,0.1200,0.1200,1.0000,1.0000,N/A,N/A,N/A,208.27
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob137_fsm_serial,0.0060,0.0060,1.0000,1.0000,N/A,N/A,N/A,470.83
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob138_2012_q2fsm,0.5176,0.5176,1.0000,1.0000,N/A,N/A,N/A,210.37
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob139_2013_q2bfsm,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,260.87
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob140_fsm_hdlc,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,467.25
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob141_count_clock,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,487.74
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob142_lemmings2,0.0503,0.0503,1.0000,1.0000,N/A,N/A,N/A,238.03
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob143_fsm_onehot,0.0503,0.0503,1.0000,1.0000,N/A,N/A,N/A,192.20
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob144_conwaylife,0.0900,0.0900,1.0000,1.0000,2.92,13.85,2.70,2031.72
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob145_circuit8,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,165.18
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob146_fsm_serialdata,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,180.06
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob147_circuit10,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,162.87
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob148_2013_q2afsm,0.0500,0.0500,1.0000,1.0000,N/A,N/A,N/A,192.07
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob149_ece241_2013_q4,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,271.10
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob150_review2015_fsmonehot,0.0345,0.0345,1.0000,1.0000,N/A,N/A,N/A,570.37
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob151_review2015_fsm,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,217.99
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob152_lemmings3,0.0400,0.0400,1.0000,1.0000,N/A,N/A,N/A,200.20
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob153_gshare,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,329.05
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob154_fsm_ps2data,0.0503,0.0503,1.0000,1.0000,N/A,N/A,N/A,176.63
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob155_lemmings4,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,270.27
llama3_baseline_clean_results,VerilogEval-Spec-to-RTL/Prob156_review2015_fancytimer,0.0000,0.0000,0.0000,0.0000,N/A,N/A,N/A,352.94
